cin,company_name,industry_sector,segment,net_worth,persistent_loss,or,pli,emp_cost_pct,rpt_pct,export_income_pct,service_income_pct,gross_intbl_pct,fy
U92490DL2012FTC238300,Alston Elliot India Pvt. Ltd.,Computer software,SDS,13.8,0,28.6,143.2,50.680272108843525,53.36,6.048951048951048,99.8951048951049,12.937062937062937,2021-22
L72200MH1989PLC053666,Oracle Financial Services Software Ltd.,Computer software,SDS,5802.46,0,3915.42,127.59,84.54965559333857,86.79,94.37735926158624,99.50758794714231,0.0,2021-22
U72900TN2000PLC045085,Coromandel Infotech India Ltd.,Computer software,SDS,4.94,0,20.83,104.02,47.20861900097944,9.64,0.0,100.0,100.0,2021-22
U51909TG1995PTC022481,Trigeo Technologies Pvt. Ltd.,Computer software,SDS,259.72,0,109.39,117.3,80.43305522447358,5.47,100.0,100.0,3.885181460828229,2021-22
U72200PN2017PTC167875,Nodding Heads Games Pvt. Ltd.,Computer software,SDS,13.0,1,18.76,270.02,53.45167652859958,24.08,100.0,100.0,0.0,2021-22
U72200HR2015PLC054827,Vdoit Technologies Ltd.,Computer software,SDS,1.3,0,3.21,60.5,79.0,32.62,60.747663551401864,100.0,0.0,2021-22
U40100TN2010PTC075961,Zoho Corporation Pvt. Ltd.,Computer software,SDS,8108.64,0,5043.93,121.35,62.44333366978394,0.0,0.0,99.44487730797216,4.903319435440221,2021-22
L72501PN2018PLC180757,Alphalogic Techsys Ltd.,ITES,ITES,17.93,0,3.16,62.89,10.309278350515463,13.42,19.93670886075949,100.0,0.0,2021-22
U72200MH2003PTC143060,Silverlink Technologies Pvt. Ltd.,Computer software,SDS,60.32,0,52.9,98.95,54.79503572771719,62.13,80.1890359168242,100.0,0.0,2021-22
U72200KA2004PTC033559,Pixel Softek Pvt. Ltd.,Computer software,SDS,105.15,0,90.67,112.49,84.39184438715725,0.0,0.0,97.78316973640673,1.2131906915186943,2021-22
U72900KA2001PTC028392,Ittiam Systems Pvt. Ltd.,Computer software,SDS,121.64,0,90.15,62.7,76.59267280274318,91.44,97.42651136993898,97.42651136993898,0.6433721575152522,2021-22
U40101DL2007GOI165779,R E C Power Devp. & Consultancy Ltd.,Diversified,ITES,328.61,0,164.72,61.02,6.568914956011731,66.84,0.0,97.14060223409422,0.09106362311801845,2021-22
U85110TG2004PTC044908,Q P S Bioserve India Pvt. Ltd.,Business services & consultancy,ITES,78.79,0,76.01,131.39,37.04718417047183,1.89,52.006314958558086,99.8289698723852,0.8814629653992896,2021-22
U72900TG2002PTC039627,Ilabs Hyderabad Technology Centre Pvt. Ltd.,Business services & consultancy,ITES,162.02,0,41.54,88.48,12.613430127041742,0.02,0.0,98.24265767934521,0.0,2021-22
U72200TN2008PTC066180,Zifo Technologies Pvt. Ltd.,ITES,ITES,58.86,0,248.11,85.75,77.53238002545483,31.24,97.17060981016485,98.31526339123775,0.6609971383660472,2021-22
U72900MH2007PLC172690,Reliance Tech Services Ltd.,Computer software,SDS,-17.86,1,3.32,88.64,81.81818181818183,99.1,0.0,100.0,0.0,2021-22
U72200CT2005PTC018065,Amicus Technology Pvt. Ltd.,Computer software,SDS,26.13,0,19.44,78.68,72.79411764705883,12.69,100.0,100.0,0.0,2021-22
U72200DL1998PTC092908,Xchanging Technology Services India Pvt. Ltd.,ITES,ITES,285.3,0,393.33,92.44,70.61989334116151,82.19,96.44319019652708,99.99491521114587,71.64975974372663,2021-22
L72900PB2016PLC045575,T A C Infosec Ltd.,Computer software,SDS,2.66,0,5.11,19.95,68.54460093896712,13.26,29.158512720156555,100.0,0.0,2021-22
U72200TG2008PTC062114,Propharma Group India Pvt. Ltd.,Computer software,SDS,12.82,0,15.14,78.96,63.35697399527187,10.49,0.0,100.0,0.0,2021-22
U72900DL2002PLC392081,Ebixcash Ltd.,Computer software,SDS,2799.54,0,694.74,302.93,58.12550748173068,81.78,36.494228056539136,99.86613697210466,7.112013127213057,2021-22
U64202PN2004PTC154566,Actiohx Solutions Pvt. Ltd.,Computer software,SDS,49.98,0,49.65,174.31,73.9779005524862,43.38,68.13695871097684,39.11379657603223,2.598187311178248,2021-22
U72200PN2012PTC143205,Zentest Software Pvt. Ltd.,Computer software,SDS,26.57,0,34.18,119.38,70.2824133504493,98.64,99.4441193680515,99.4441193680515,1.0532475131655938,2021-22
U73100KA2009PTC049350,M S Clinical Research Pvt. Ltd.,Business services & consultancy,ITES,23.15,0,21.8,86.64,16.0958904109589,2.14,16.926605504587155,100.0,0.0,2021-22
U74999DL2005PTC132134,Interglobe Technology Quotient Pvt. Ltd.,Computer software,SDS,734.71,0,269.36,36.45,16.230180841902637,4.69,96.23552123552123,97.97297297297298,3.5454410454410454,2021-22
U72400MH2004PLC147094,N S D L Database Mgmt. Ltd.,Business services & consultancy,ITES,239.19,0,92.75,111.37,36.59981768459434,20.21,0.0,100.0,11.191374663072777,2021-22
U72900DL2014PTC358928,Torqus Systems Pvt. Ltd. [Merged],Computer software,SDS,-2.37,0,1.31,79.45,57.53424657534245,95.52,0.0,98.47328244274809,0.0,2021-22
L74899DL1995PLC065551,C E Info Systems Ltd.,Computer software,SDS,438.13,0,199.4,68.91,47.66624311732316,9.75,44.09729187562688,91.68004012036108,5.737211634904714,2021-22
U72900PN2006PTC129119,S S K Infotech Pvt. Ltd.,ITES,ITES,6.1,0,42.77,79.03,12.390121389702802,33.28,0.0,100.0,7.435118073415945,2021-22
U72200DL1999PTC099909,Info-X Software Technology Pvt. Ltd.,Computer software,SDS,25.91,0,48.7,63.59,52.33456499832045,0.0,98.80903490759752,100.0,6.8993839835728945,2021-22
U72200TN2003PTC050892,Trumpf Metamation Pvt. Ltd.,Computer software,SDS,140.19,0,52.08,201.21,69.4621168305379,0.0,99.03993855606758,99.0015360983103,4.896313364055299,2021-22
L28112KA1984PLC005873,Umiya Buildcon Ltd.,Diversified,ITES,69.58,1,119.21,227.77,15.837228485015126,6.49,0.0,3.061823672510695,0.11743981209630067,2021-22
U72900GJ2012PTC071291,Maruti Techlabs Pvt. Ltd.,Computer software,SDS,26.78,0,32.43,66.65,71.42857142857143,13.03,99.78415047795252,99.78415047795252,0.27752081406105455,2021-22
L72900DL2014PLC269020,Ksolves India Ltd.,Computer software,SDS,16.27,0,45.35,73.49,78.19433817903597,1.51,70.78280044101433,100.0,0.0,2021-22
L72300TN1992PLC022135,California Software Co. Ltd.,Computer software,SDS,14.07,0,10.86,139.74,29.801324503311267,0.0,0.0,100.0,0.0,2021-22
L74999WB2017PLC219318,R P S G Ventures Ltd.,ITES,ITES,2192.04,0,161.5,90.76,32.68367587999055,100.0,0.0,100.0,0.9040247678018575,2021-22
U72400KA2013PTC072054,Moonfrog Labs Pvt. Ltd.,Business services & consultancy,ITES,134.54,0,198.58,82.1,42.39339752407152,10.88,97.09437002719307,99.5115318763219,12.478598046127505,2021-22
L72100TG1981PLC169991,Magellanic Cloud Ltd.,Computer software,SDS,39.49,0,16.26,31.02,46.01128122481869,61.23,0.0,100.0,0.0,2021-22
U72900WB1999PLC109180,I C R A Analytics Ltd.,ITES,ITES,166.62,0,141.73,78.03,80.86923753297326,73.39,0.0,99.53432583080506,4.099343822761589,2021-22
L67190MH1993PLC071691,Care Ratings Ltd.,Business services & consultancy,ITES,639.97,0,219.27,59.02,77.90992820364058,2.45,0.902996305924203,100.0,1.3362521092716744,2021-22
U72900TS2002PLC185328,Coforge Smartserve Ltd. [Merged],ITES,ITES,84.5,0,62.8,49.17,62.23277909738718,100.0,98.88535031847134,99.20382165605095,0.0,2021-22
U72200KA2015PTC081713,Isecurion Technology & Consulting Pvt. Ltd.,Computer software,SDS,2.13,0,3.74,88.89,71.7171717171717,0.0,0.0,100.0,0.267379679144385,2021-22
U72200KL2009PTC024392,Litmus 7 Systems Consulting Pvt. Ltd.,Computer software,SDS,187.93,0,136.17,83.99,67.18011079583842,5.44,84.28435044429757,97.70140265844167,0.09546889917015497,2021-22
L72200MH2006PLC337651,Inventurus Knowledge Solutions Ltd.,ITES,ITES,517.89,0,560.13,63.3,84.36197195417043,46.84,96.71861889204291,100.0,12.986271044221876,2021-22
U72900KA2017PTC102934,Kalatronics Semiconductors Pvt. Ltd.,Computer software,SDS,17.14,0,26.79,43.49,11.140867702196037,0.0,96.60321015304217,100.0,1.194475550578574,2021-22
U72200GJ2000PTC037637,T T E C India Customer Solutions Pvt. Ltd.,ITES,ITES,496.41,0,430.41,67.2,79.85781990521326,0.76,97.19337375990334,97.19337375990334,0.2950674937849957,2021-22
U74120MH2013PTC246788,Paper Boat Apps Pvt. Ltd.,Computer software,SDS,47.5,0,108.5,61.7,18.628912071535023,19.31,7.9631336405529956,97.51152073732719,0.0,2021-22
U72200DL2009PLC429177,W A I S L Ltd.,ITES,ITES,56.49,0,152.44,34.07,17.379067722075643,0.08,0.0,100.0,31.651797428496458,2021-22
U74999MH1983PLC029408,Goldcrest Corporation Ltd.,Diversified,ITES,63.56,0,11.94,63.34,30.779753761969907,19.19,0.0,100.0,0.0,2021-22
U51505KA2002PTC030815,Euronet Services India Pvt. Ltd.,ITES,ITES,476.49,0,1411.33,21.77,9.89818809318378,7.34,4.828069976546946,99.79168585660334,1.0337766503936003,2021-22
U65991MH1993GOI072051,U T I Infrastructure Technology & Services Ltd.,ITES,ITES,786.7,0,564.17,73.59,17.29177563767269,2.8,0.0,95.28865412907457,2.8821100023042705,2021-22
U72200TZ1998PTC008407,R N D Softech Pvt. Ltd.,ITES,ITES,45.91,0,46.36,67.06,74.91891891891892,0.84,99.71958584987057,99.76272648835203,1.2295081967213115,2021-22
L65910TN1988PLC015757,Computer Age Mgmt. Services Ltd.,ITES,ITES,604.56,0,867.08,67.42,52.1905350350447,20.55,0.0,99.61825898417676,9.515846288693085,2021-22
U72900HR2011PTC043203,360 Degree Cloud Technologies Pvt. Ltd.,Computer software,SDS,43.99,0,80.96,69.09,73.80952380952382,0.0,88.48814229249012,100.0,0.0,2021-22
U74999HR2015PTC054340,Renovite Payment Solutions Pvt. Ltd.,ITES,ITES,3.94,1,23.09,-0.43,89.78007761966364,98.7,98.74404504114335,98.74404504114335,0.0,2021-22
U72200PN2009PTC134863,Steepgraph Systems Pvt. Ltd.,Computer software,SDS,55.82,0,32.13,73.21,85.17520215633422,48.16,94.39775910364145,100.0,0.0,2021-22
U74899DL1994PTC062887,Snap-On Business Solutions India Pvt. Ltd.,Computer software,SDS,121.86,0,55.26,77.86,68.97328612809785,90.53,94.01013391241405,94.4263481722765,0.0,2021-22
U72200TG2007PLC056007,Ctrl S Datacenters Ltd.,Computer software,SDS,943.87,0,932.9,85.76,13.500597371565112,12.35,0.031085861292743055,100.0,2.519026690963662,2021-22
U52392TN2004PTC053536,Terafast Networks Pvt. Ltd. [Merged],Diversified non-financial services,ITES,15.36,0,11.45,83.2,55.52000000000001,0.0,100.0,100.0,0.0,2021-22
U72200GJ2007PTC050978,Ezee Technosys Pvt. Ltd.,Computer software,SDS,29.62,0,34.42,55.18,67.04238052299368,11.42,80.70889018012784,99.85473561882627,0.2905287623474724,2021-22
U45200MH1981PTC024767,Jacobs Solutions India Pvt. Ltd.,Business services & consultancy,ITES,853.27,0,630.55,54.57,75.83899198391883,88.0,75.38656728253113,14.022678613908493,0.84053603996511,2021-22
U72200MH2001PTC130288,Zeus Systems Pvt. Ltd.,Computer software,SDS,78.51,0,81.9,93.75,87.15400993612491,18.85,99.74358974358974,99.74358974358974,1.1233211233211233,2021-22
L67120TG1994PLC016930,Nettlinx Ltd.,Telecommunication services,ITES,34.1,0,9.75,35.23,26.352288488210817,3.08,0.0,99.38461538461539,0.8205128205128205,2021-22
U72200KA2010PTC055249,42Gears Mobility Systems Pvt. Ltd.,Computer software,SDS,140.88,0,112.85,103.11,61.825053995680356,53.48,90.05759858218875,99.41515285777581,0.14178112538768278,2021-22
L63090DL2008PLC179041,Easy Trip Planners Ltd.,Online marketplaces,SDS,239.76,0,400.41,68.66,9.847942378164355,2.91,0.44704178217327234,99.35815788816463,0.14235408706076272,2021-22
L22122TN1970PLC005795,M P S Ltd.,ITES,ITES,326.01,0,285.33,47.56,61.92594124948283,9.66,98.37731749202678,98.69274173763714,25.97343426909193,2021-22
U74210DL2004GOI125114,A I Engineering Services Ltd.,Other miscellaneous services,ITES,-1381.51,0,1881.91,59.67,51.02366346798347,53.16,0.1764165130107178,0.5760105424807774,0.0,2021-22
U74140TN2005PLC057179,Sundaram Business Services Ltd.,ITES,ITES,34.56,0,35.33,41.32,64.12,7.3,93.85791112369091,99.37729974525898,3.6229833003113505,2021-22
U72200TN2007FTC062129,Dun & Bradstreet Technologies & Data Services Pvt. Ltd.,Computer software,SDS,74.78,0,48.76,80.19,80.67257945306724,49.33,98.27727645611158,98.74897456931912,10.890073831009023,2021-22
U11201DL1985PLC022279,H L S Asia Ltd.,Business services & consultancy,ITES,294.95,0,161.44,34.58,22.282427475825273,39.03,81.29335976214074,97.67715559960357,9.762140733399406,2021-22
L72200KA2002PLC030072,Xchanging Solutions Ltd.,Other fund based financial services,ITES,267.33,0,52.47,82.76,70.98571926158134,71.56,62.83590623213264,83.57156470364018,1.2197446159710312,2021-22
L51227MH1990PLC054825,Shradha Ai Technologies Ltd.,Computer software,SDS,13.7,0,9.4,91.45,4.276985743380855,84.34,0.0,0.0,0.0,2021-22
U74120MH2015PTC265316,Karza Technologies Pvt. Ltd. [Merged],Computer software,SDS,48.15,0,82.03,37.59,63.200268366320024,100.0,0.0,100.0,3.559673290259661,2021-22
L72400MH2017PLC444072,Kfin Technologies Ltd.,Business services & consultancy,ITES,645.74,0,602.29,61.43,60.54839314910612,3.53,10.61116737784124,99.90702153447675,100.0,2021-22
L72300TN2006PLC058481,Latent View Analytics Ltd.,Diversified non-financial services,ITES,855.6,0,209.17,62.99,81.75017532922934,0.0,93.7562748004016,99.41196156236555,0.20557441315676245,2021-22
U74140DL2008PTC174748,Sagacious Research Pvt. Ltd.,ITES,ITES,38.94,0,39.25,62.32,73.36641852770884,5.18,86.59872611464968,92.53503184713377,0.5859872611464968,2021-22
U72200MH1996PTC104374,Cybage Software Pvt. Ltd.,Computer software,SDS,1402.99,0,1453.34,51.24,86.44646332199018,2.03,86.61634579657893,99.39243397966064,5.462589621148528,2021-22
U64201MH2009FTC191896,G P X India Pvt. Ltd.,Business services & consultancy,ITES,203.03,0,78.67,72.11,20.389411507328813,0.0,0.0,99.91102071946105,30.837676369645354,2021-22
U74999MH2011PTC220704,Bizsense Solutions Pvt. Ltd.,ITES,ITES,11.57,0,9.57,64.15,83.53344768439108,6.8,97.07419017763844,99.58202716823405,0.0,2021-22
U72900MH2002PTC135109,Bahar Infocons Pvt. Ltd.,ITES,ITES,13.75,0,23.12,53.21,83.89662027833002,3.06,100.0,100.0,0.0,2021-22
U72900PN2014PTC177874,Vcreatek Consulting Services Pvt. Ltd.,ITES,ITES,6.49,0,26.33,35.44,59.927983539094654,0.0,0.0,99.54424610710217,0.0,2021-22
U72300HR2006PTC097239,Unitedlex B P O Pvt. Ltd. [Merged],ITES,ITES,712.54,0,160.03,55.26,74.66770156204521,81.7,98.33781166031369,96.38192838842717,1.0685496469411984,2021-22
U72200PN2000PTC014901,Clarion Technologies Pvt. Ltd.,Computer software,SDS,129.42,0,108.47,56.52,76.08946608946609,10.99,1.3367751452014383,98.65400571586615,0.5900248916751175,2021-22
U74120GJ2007PTC051689,B E I L Research & Consultancy Pvt. Ltd.,Business services & consultancy,ITES,22.39,0,17.3,54.6,74.97765862377122,93.07,0.0,99.24855491329481,0.0,2021-22
U72200PN2008PLC132839,Kalyani Strategic Mgmt. Services Ltd.,Diversified non-financial services,ITES,152.54,0,46.41,49.71,53.38709677419355,64.57,0.0,77.65567765567766,100.0,2021-22
U72200MH2004PTC144362,State Street Syntel Services Pvt. Ltd.,ITES,ITES,1081.48,0,567.74,85.31,70.38548160720697,96.51,98.40067636594215,98.47113115158346,0.0,2021-22
U74120MH2015PTC270608,Aeries Financialtechnologies Pvt. Ltd.,Diversified non-financial services,ITES,260.8,0,22.24,33.9,21.55328115593016,55.14,0.0,99.86510791366908,9.98201438848921,2021-22
U85195MH1995PTC094852,Diagnosearch Life Sciences Pvt. Ltd.,Business services & consultancy,ITES,2.71,0,49.02,48.41,45.86739327883742,22.55,35.92411260709914,99.6940024479804,31.048551611587104,2021-22
U30007PB1999PTC022523,Ramtech Software Solutions Pvt. Ltd.,ITES,ITES,384.55,0,129.38,33.49,72.70945109368552,57.13,72.54598856082856,98.12954088730869,3.555418148090895,2021-22
U24236GJ1998PLC034883,Lambda Therapeutic Research Ltd.,Business services & consultancy,ITES,641.58,0,321.58,67.05,35.57402597402598,83.69,2.0990111325331178,98.97381677965046,2.3664406990484483,2021-22
L72500GJ2020PLC112865,Sahana System Ltd.,Computer software,SDS,4.38,0,12.17,27.84,5.462184873949581,0.0,0.5751848808545604,68.94001643385374,0.0,2021-22
L74899DL1995PLC068021,Info Edge (India) Ltd.,ITES,ITES,13305.58,0,1563.35,38.95,63.218942484601236,4.9,6.8852144433428215,99.94307096939265,1.2626731058304281,2021-22
U74120DL2007PTC166995,Keyideas Infotech Pvt. Ltd.,ITES,ITES,3.81,0,3.89,88.83,71.35922330097088,14.38,100.0,100.0,0.0,2021-22
U22200MH1985PTC038052,Capital Market Publishers India Pvt. Ltd.,Computer software,SDS,27.93,0,12.53,50.78,52.58724428399519,26.29,5.347166799680767,100.0,2.5538707102952913,2021-22
L40106MH2008PLC186309,Organic Recycling Systems Ltd.,Diversified non-financial services,ITES,91.4,0,10.59,26.98,24.580335731414866,30.68,0.0,4.721435316336167,6.043437204910293,2021-22
L72900MH2020PLC347893,Veefin Solutions Ltd.,Computer software,SDS,9.05,0,6.19,10.14,35.231316725978644,33.12,44.26494345718901,100.0,100.0,2021-22
U72900MH2000PTC126630,Netscribes India Pvt. Ltd. [Merged],Telecommunication services,ITES,120.52,0,131.49,51.14,68.74712643678161,8.66,60.36200471518747,98.93528024944862,1.9545212563693053,2021-22
U72900TS2011FTC172338,E C S Infosolutions Pvt. Ltd.,Other fund based financial services,ITES,7.51,0,12.24,43.66,79.10798122065728,78.81,76.47058823529412,99.34640522875817,0.16339869281045752,2021-22
U93000MH1995PTC086174,Xtend Industrial Designers & Engineers Pvt. Ltd.,Business services & consultancy,ITES,2.78,0,1.04,50.72,73.91304347826086,0.0,0.0,0.0,1.9230769230769231,2021-22
U74999PN2018PTC180031,Watmov Engineering Pvt. Ltd.,Business services & consultancy,ITES,2.09,0,6.76,50.56,20.044543429844097,6.25,0.0,100.0,0.0,2021-22
U72200KA2014PLC073660,Edgeverve Systems Ltd.,Computer software,SDS,806.26,0,3017.25,50.17,36.21857564491163,31.31,0.0,99.6065954097274,0.0,2021-22
U74899MH1992PTC375904,Envecon Global Solutions Pvt. Ltd.,ITES,ITES,57.01,0,65.49,72.93,62.58251914444153,17.55,70.6825469537334,97.4958008856314,0.0,2021-22
U73100TG2007PLC052813,Axis Clinicals Ltd.,Business services & consultancy,ITES,385.28,0,287.41,46.54,20.185591189517158,78.38,14.432344038133675,99.3632789394941,42.02706934344664,2021-22
U72900PN2008PTC166738,A M Infoweb Pvt. Ltd.,Computer software,SDS,24.53,0,50.55,31.33,82.7747466874513,6.47,98.595450049456,98.595450049456,0.35608308605341243,2021-22
U72501DL2016FTC308056,Communiti Connect Pvt. Ltd.,ITES,ITES,29.32,0,28.19,70.02,27.382388419782867,66.34,62.46896062433487,100.0,0.0,2021-22
L74140PN1986PLC041033,Accelya Solutions India Ltd.,Computer software,SDS,256.35,0,330.97,39.48,56.858696110244836,59.3,88.730096383358,98.85185968516784,34.030274647248994,2021-22
U29253KA2010PLC053834,Triveni Energy Solutions Ltd.,Business services & consultancy,ITES,65.86,0,83.68,30.08,5.129799471475205,41.66,0.0,0.0,10.157743785850858,2021-22
U74900PN2014FTC151574,M P S Tech Engg. & Consultancy (India) Pvt. Ltd.,Business services & consultancy,ITES,3.01,0,5.99,60.59,51.47453083109919,17.13,0.0,99.8330550918197,1.8363939899833055,2021-22
U72900DL2020PTC374204,Qualitest Infotech Pvt. Ltd.,Computer software,SDS,142.45,0,243.63,56.53,64.84836802878439,23.87,0.0,99.27348848663958,100.0,2021-22
U85110KA1994PLC016174,Canbank Computer Services Ltd.,Computer software,SDS,49.05,0,35.9,26.36,7.004575853572686,90.86,0.0,99.97214484679667,0.0,2021-22
U72100MH2005PTC153862,Citiustech Healthcare Technology Pvt. Ltd.,Computer software,SDS,1152.53,0,1199.83,50.68,83.16065754938529,91.37,93.63326471250095,97.28878257753182,10.091429619196052,2021-22
L72200MH2000PLC125359,Ampvolts Ltd.,Computer software,SDS,3.7,1,3.21,2369.23,53.846153846153896,10.0,0.0,2.803738317757009,49.532710280373834,2021-22
U29100TZ2008PTC014814,Aptus Software Labs Pvt. Ltd.,Computer software,SDS,9.98,0,10.91,48.64,69.34604904632153,23.8,90.65077910174153,100.0,1.008249312557287,2021-22
U67100TG1996PLC023230,Sampada Business Solutions Ltd. [Merged],Other fee based financial services,ITES,29.55,0,5.98,146.09,52.67489711934156,78.26,0.0,100.0,0.0,2021-22
U74110MH2008PTC182827,Netscribes Data & Insights Pvt. Ltd.,Business services & consultancy,ITES,-63.38,0,82.2,50.69,69.25756186984418,0.39,58.941605839416056,98.05352798053528,3.1265206812652067,2021-22
U74899DL1994PTC057786,Amadeus India Pvt. Ltd.,ITES,ITES,575.39,0,75.76,24.16,80.87512291052114,3.3,92.81942977824707,92.8194297782471,0.6995776135163675,2021-22
U72900MH2010PLC206026,Mahaonline Ltd.,Other fund based financial services,ITES,79.95,0,2.75,-41.98,25.73839662447257,76.26,0.0,100.0,10.909090909090908,2021-22
U74140MH1982PLC028446,Datamatics Business Solutions Ltd.,Business services & consultancy,ITES,205.94,0,152.22,61.44,74.26026089723194,15.01,87.96478780712128,100.0,5.53803705163579,2021-22
U72900MP2010PLC069518,Infobeans Cloudtech Ltd.,Computer software,SDS,-10.08,0,64.39,49.05,74.44444444444443,2.96,85.69653672930579,100.0,2.2674328311849665,2021-22
U72200KA1997PTC021771,Tricon Infotech Pvt. Ltd.,Computer software,SDS,57.76,0,92.34,30.53,88.01243992083685,15.35,89.2570933506606,99.36105696339614,0.0,2021-22
U99999MH1938PTC002771,Hindustan Thompson Associates Pvt. Ltd.,Business services & consultancy,ITES,249.76,0,724.59,47.01,38.945360845659096,38.03,52.85609793124387,99.944796367601,0.0,2021-22
U72900MH2000PTC125592,Ugam Solutions Pvt. Ltd.,Business services & consultancy,ITES,527.61,0,526.39,59.1,65.47377965845548,33.6,97.03641786508102,98.3263359866259,0.5547217842284238,2021-22
U72200RJ2004PTC019247,Metacube Software Pvt. Ltd.,Computer software,SDS,141.77,0,185.64,43.4,88.35161439826975,9.37,100.0,100.0,1.8476621417797892,2021-22
L74899DL1999PLC101534,Indiamart Intermesh Ltd.,Online marketplaces,SDS,1892.14,0,751.5,69.18,59.45069788383611,6.76,1.0219560878243514,99.9028609447771,0.24484364604125086,2021-22
U85110MH2001PTC132569,First Advantage Pvt. Ltd.,Computer software,SDS,115.28,0,287.86,56.17,48.35892149948462,21.16,7.336899881887028,99.97568262349753,0.3543389147502258,2021-22
U74999GJ2017PTC098421,Entigrity Pvt. Ltd.,Business services & consultancy,ITES,36.15,0,71.63,75.69,74.0495462349767,2.39,0.0,98.50621248080415,0.0,2021-22
L74140DL1991PLC046369,H C L Technologies Ltd.,Computer software,SDS,42086.0,0,40795.0,46.09,57.754700089525514,53.52,88.08677534011521,99.1812722147322,51.158230175266574,2021-22
U74140MH1995PTC091489,Fundtech India Pvt. Ltd.,Computer software,SDS,246.43,0,364.7,66.28,50.262162038936765,65.16,43.41924869755964,97.78996435426379,14.570880175486703,2021-22
U74300MH2005PTC158298,Brandscapes Consultancy Pvt. Ltd.,Business services & consultancy,ITES,43.97,0,49.14,40.72,71.24856815578464,78.33,82.33618233618233,98.77899877899877,0.0,2021-22
U72100MH1998PLC117470,Trust Fintech Ltd.,Computer software,SDS,15.16,0,17.64,9.29,53.40768277571251,0.0,7.766439909297053,100.0,0.0,2021-22
U72300MH2011PTC215404,Ascent Business Solutions India Pvt. Ltd.,ITES,ITES,19.78,0,9.41,53.01,82.76422764227641,27.58,99.68119022316685,99.68119022316685,2.763018065887354,2021-22
U72900DL1993PLC053719,Sai Infotech Systems Ltd.,Diversified non-financial services,ITES,13.94,0,12.94,45.56,55.79302587176602,20.1,64.60587326120556,64.60587326120556,0.0,2021-22
L72200WB2012PLC183599,Capitalnumbers Infotech Ltd.,Computer software,SDS,42.07,0,69.2,44.35,59.011264080100126,47.51,100.0,99.76878612716763,0.0,2021-22
L72900GJ2017PLC097244,Kody Technolab Ltd.,Computer software,SDS,-0.85,1,3.84,22.29,79.61783439490446,2.24,0.0,100.0,0.0,2021-22
