company_name,industry_sector,cin,or,segment,net_worth,pli,emp_cost_pct,export_income_pct,service_income_pct,rpt_pct,gross_intbl_pct,fy,persistent_loss
AB Studios Pvt Ltd.,IT - Software,U74900MH2015PTC261031,21.98,SDS,3.77,13.53,43.85,0.0,100.0,34.3,0.0,2022-23,0
AB Studios Pvt Ltd.,IT - Software,U74900MH2015PTC261031,8.65,SDS,1.87,26.46,58.77,100.0,100.0,23.98,0.0,2021-22,0
Abacus Peripherals Pvt. Ltd,IT - Hardware,U72200MH1986PTC038619,184.29999999999998,SDS,17.45,6.19,2.54,0.0,0.0,1.32,0.0,2023-24,0
Abacus Peripherals Pvt. Ltd,IT - Hardware,U72200MH1986PTC038619,166.73999999999998,SDS,12.97,3.75,1.44,0.0,0.0,1.68,0.0,2022-23,0
Abacus Peripherals Pvt. Ltd,IT - Hardware,U72200MH1986PTC038619,75.03,SDS,11.52,3.85,2.51,0.0,0.0,8.65,0.0,2021-22,0
Abhishek Integrations Ltd.,Business Support,L74999GJ2017PLC099749,25.47,ITES,9.24,7.06,66.62,0.0,92.93,4.54,0.0,2023-24,0
Abhishek Integrations Ltd.,Business Support,L74999GJ2017PLC099749,22.57,ITES,8.47,6.11,72.31,0.0,100.0,11.38,0.0,2022-23,0
Abhishek Integrations Ltd.,Business Support,L74999GJ2017PLC099749,13.25,ITES,7.79,5.41,87.99,0.0,100.0,8.83,0.0,2021-22,0
ABM Knowledgeware Ltd.,IT - Software,L67190MH1993PLC113638,78.65,SDS,221.93,22.09,67.46,0.0,100.0,3.63,0.0,2023-24,0
ABM Knowledgeware Ltd.,IT - Software,L67190MH1993PLC113638,65.65,SDS,209.66,26.25,61.29,0.0,100.0,7.48,0.0,2022-23,0
ABM Knowledgeware Ltd.,IT - Software,L67190MH1993PLC113638,83.59,SDS,199.21,25.44,44.61,0.0,100.0,6.08,0.0,2021-22,0
Accedere Ltd.,IT - Software,L32000MH1983PLC030400,2.56,SDS,4.31,-0.39,35.02,0.0,100.0,55.08,0.0,2023-24,1
Accedere Ltd.,IT - Software,L32000MH1983PLC030400,1.5,SDS,3.94,-3.23,36.13,0.0,97.33,9.03,0.0,2022-23,1
Accel Ltd.,IT - Hardware,L30007KL1986PLC004485,166.95000000000002,SDS,51.66,7.93,37.0,1.71,75.92,2.59,100.0,2023-24,0
Accel Ltd.,IT - Hardware,L30007KL1986PLC004485,158.95999999999998,SDS,49.17,10.46,38.09,1.81,79.03,1.87,100.0,2022-23,0
Accel Ltd.,IT - Hardware,L30007KL1986PLC004485,112.69,SDS,47.72,8.76,32.93,11.48,91.22,2.9,100.0,2021-22,0
Acceleratebs India Ltd.,IT - Software,L72200MH2022PLC390266,6.79,SDS,3.91,34.99,60.83,83.65,100.0,18.69,0.0,2023-24,0
Acceleratebs India Ltd.,IT - Software,L72200MH2022PLC390266,2.84,SDS,2.18,30.88,76.96,82.04,98.59,14.29,0.0,2022-23,0
Accord Software & Systems Pvt Ltd.,IT - Software,U72200KA1991PTC012629,224.21,SDS,161.03,44.71,30.97,5.27,2.46,7.34,31.67,2023-24,0
Accord Software & Systems Pvt Ltd.,IT - Software,U72200KA1991PTC012629,177.95000000000002,SDS,128.9,36.43,23.28,3.74,1.23,22.55,39.9,2022-23,0
Accord Software & Systems Pvt Ltd.,IT - Software,U72200KA1991PTC012629,268.03999999999996,SDS,107.47,67.52,18.31,2.7,1.96,20.08,26.49,2021-22,0
Accord Synergy Ltd.,Telecommunication - Service  Provider,L45200GJ2014PLC079847,31.88,SDS,14.81,0.76,40.27,0.0,100.0,2.91,0.0,2023-24,0
Accord Synergy Ltd.,Telecommunication - Service  Provider,L45200GJ2014PLC079847,20.15,SDS,14.42,-0.05,46.23,0.0,100.0,4.02,0.0,2022-23,0
Accord Synergy Ltd.,Telecommunication - Service  Provider,L45200GJ2014PLC079847,24.96,SDS,14.12,-18.22,32.6,0.0,100.0,3.74,0.0,2021-22,0
Ace Alpha Tech Ltd.,IT - Software,L74140DL2012PLC243246,14.87,SDS,21.98,1061.72,39.06,0.0,100.0,18.75,0.0,2023-24,0
Ace Alpha Tech Ltd.,IT - Software,L74140DL2012PLC243246,4.89,SDS,3.77,897.96,61.22,0.0,100.0,28.57,0.0,2022-23,0
ACE Integrated Solutions Ltd.,BPO/ITeS,L74140DL1997PLC088373,9.42,ITES,19.03,3.4,13.61,0.0,97.03,8.78,100.0,2023-24,0
ACE Integrated Solutions Ltd.,BPO/ITeS,L74140DL1997PLC088373,6.95,ITES,18.45,9.45,14.65,0.0,99.42,31.22,0.0,2022-23,0
ACE Integrated Solutions Ltd.,BPO/ITeS,L74140DL1997PLC088373,8.74,ITES,17.96,16.53,11.33,0.0,100.0,53.33,0.0,2021-22,0
Ace Software Exports Ltd.,IT - Software,L72200GJ1994PLC022781,8.21,SDS,27.36,-8.06,31.69,100.0,100.0,7.5,0.0,2023-24,1
Ace Software Exports Ltd.,IT - Software,L72200GJ1994PLC022781,8.2,SDS,17.74,-1.2,33.61,100.0,100.0,8.07,0.0,2022-23,1
Ace Software Exports Ltd.,IT - Software,L72200GJ1994PLC022781,8.07,SDS,17.49,-8.81,32.09,100.0,100.0,13.56,0.0,2021-22,1
Acer India Pvt Ltd.,IT - Hardware,U31909KA1999PTC025698,5012.629999999999,SDS,247.34,0.91,1.57,0.0,0.71,46.4,0.0,2023-24,0
Acer India Pvt Ltd.,IT - Hardware,U31909KA1999PTC025698,4100.78,SDS,179.24,0.69,1.69,0.0,0.59,52.36,0.0,2022-23,0
Acer India Pvt Ltd.,IT - Hardware,U31909KA1999PTC025698,3976.33,SDS,151.32,0.84,1.72,0.0,0.64,71.1,0.0,2021-22,0
ACL Mobile Ltd,Telecommunication - Service  Provider,U00000DL2000PTC105516,843.43,SDS,139.95,4.63,7.59,5.21,100.0,7.27,100.0,2021-22,0
ACPL Systems Pvt Ltd.,BPO/ITeS,U74899HR1990PTC114762,204.36,ITES,85.79,12.97,7.27,14.62,98.04,1.03,0.0,2022-23,0
ACPL Systems Pvt Ltd.,BPO/ITeS,U74899HR1990PTC114762,211.09,ITES,70.68,10.32,5.03,15.86,95.71,3.25,0.0,2021-22,0
Acqueon Technologies Ltd.,IT - Software,U29309TN1991PTC020805,79.72,SDS,58.11,16.45,77.42,99.47,99.47,99.49,0.0,2023-24,0
Acqueon Technologies Ltd.,IT - Software,U29309TN1991PTC020805,73.78999999999999,SDS,54.9,17.88,74.33,97.67,97.67,97.67,0.0,2022-23,0
Acqueon Technologies Ltd.,IT - Software,U29309TN1991PTC020805,48.56,SDS,46.86,20.05,84.67,95.96,95.96,95.96,0.0,2021-22,0
Acro Technologies India Pvt Ltd.,IT - Software,U72900DL1999PTC102672,19.69,SDS,4.53,12.64,83.75,0.0,99.54,99.54,0.0,2023-24,0
Acro Technologies India Pvt Ltd.,IT - Software,U72900DL1999PTC102672,13.05,SDS,7.02,9.57,86.23,0.0,97.39,100.0,0.0,2022-23,0
Acro Technologies India Pvt Ltd.,IT - Software,U72900DL1999PTC102672,8.469999999999999,SDS,6.12,12.33,85.81,0.0,97.64,97.64,0.0,2021-22,0
ACS Infotech Pvt Ltd.,IT - Software,U72900DL2000PTC105060,7.38,SDS,2.88,-1.34,75.67,0.0,100.0,11.23,0.0,2023-24,0
ACS Infotech Pvt Ltd.,IT - Software,U72900DL2000PTC105060,6.57,SDS,2.87,-4.23,66.47,0.0,100.0,1.17,0.0,2022-23,0
ACS Infotech Pvt Ltd.,IT - Software,U72900DL2000PTC105060,6.699999999999999,SDS,3.35,11.3,72.26,0.0,99.7,0.0,0.0,2021-22,0
ACS Technologies Ltd. - (Amalgamated),IT - Software,U72200TG1980PLC002703,66.76,SDS,22.38,9.16,10.06,7.98,100.0,0.78,0.0,2021-22,0
Actiohx Solutions Pvt Ltd.,IT - Software,U64202PN2004PTC154566,16.509999999999998,SDS,54.44,6.38,69.85,95.64,95.64,95.64,0.0,2023-24,0
Actiohx Solutions Pvt Ltd.,IT - Software,U64202PN2004PTC154566,23.83,SDS,56.18,50.82,73.48,80.82,81.07,73.19,0.0,2022-23,0
Actiohx Solutions Pvt Ltd.,IT - Software,U64202PN2004PTC154566,49.66,SDS,49.98,174.06,73.57,37.94,39.11,68.1,0.0,2021-22,0
Acuity Knowledge Centre (India) Pvt Ltd.,BPO/ITeS,U73100KA2004PTC034485,614.58,ITES,238.65,14.34,88.54,95.55,99.78,0.0,0.0,2023-24,0
Acuity Knowledge Centre (India) Pvt Ltd.,BPO/ITeS,U73100KA2004PTC034485,463.49,ITES,307.39,18.55,84.92,94.94,99.99,94.94,0.0,2022-23,0
Acuity Knowledge Centre (India) Pvt Ltd.,BPO/ITeS,U73100KA2004PTC034485,343.5,ITES,275.36,18.12,84.1,93.58,99.43,100.0,0.0,2021-22,0
Acuity KP Solutions (India) Pvt Ltd.,IT - Education,U72900DL2002PTC114695,99.22,SDS,31.29,15.78,84.84,99.76,99.78,100.0,0.0,2023-24,0
Acuity KP Solutions (India) Pvt Ltd.,IT - Education,U72900DL2002PTC114695,63.43,SDS,35.56,18.74,80.36,100.0,100.0,100.0,0.0,2022-23,0
Acuity KP Solutions (India) Pvt Ltd.,IT - Education,U72900DL2002PTC114695,50.64,SDS,28.28,18.4,83.0,99.19,99.19,99.19,0.0,2021-22,0
Acurus Solutions Pvt Ltd.,BPO/ITeS,U72200TN1999PTC042640,21.42,ITES,4.92,17.37,79.07,0.0,100.0,98.69,0.0,2023-24,0
Acurus Solutions Pvt Ltd.,BPO/ITeS,U72200TN1999PTC042640,16.7,ITES,2.66,18.52,81.62,0.0,100.0,100.0,0.0,2022-23,0
Acurus Solutions Pvt Ltd.,BPO/ITeS,U72200TN1999PTC042640,11.27,ITES,0.77,-0.62,80.42,0.0,100.0,100.0,0.0,2021-22,0
Adcounty Media India Ltd.,Advertising & Media,L93000RJ2017PLC057939,42.69,ITES,20.27,33.49,13.16,23.57,99.93,10.26,0.0,2023-24,0
Adcounty Media India Ltd.,Advertising & Media,L93000RJ2017PLC057939,53.57,ITES,11.92,23.6,5.77,16.56,100.0,26.83,0.0,2022-23,0
Adcounty Media India Ltd.,Advertising & Media,L93000RJ2017PLC057939,31.0,ITES,4.27,9.66,6.19,17.39,99.97,27.2,0.0,2021-22,0
ADD Technologies (India) Ltd.,IT - Software,U31909KA1995PLC019162,6.6,SDS,4.27,6.62,29.08,0.0,92.88,0.0,0.0,2022-23,0
ADD Technologies (India) Ltd.,IT - Software,U31909KA1995PLC019162,6.8,SDS,4.65,9.5,58.29,0.0,100.0,3.86,0.0,2021-22,0
Adobe Systems India Pvt Ltd,IT - Software,U72200DL1997PTC250622,7741.65,SDS,1850.28,17.17,83.88,100.0,100.0,100.0,0.0,2023-24,0
Adobe Systems India Pvt Ltd,IT - Software,U72200DL1997PTC250622,6791.06,SDS,1519.89,17.26,82.93,100.0,100.0,100.0,0.0,2022-23,0
Adobe Systems India Pvt Ltd,IT - Software,U72200DL1997PTC250622,4898.8,SDS,1988.32,17.38,82.48,100.0,100.0,100.0,0.0,2021-22,0
Adrenalin Esystems Ltd.,IT - Software,U72200TN2002PLC048860,63.85,SDS,13.64,-13.06,62.57,0.0,100.0,12.2,0.0,2023-24,1
Adrenalin Esystems Ltd.,IT - Software,U72200TN2002PLC048860,55.17,SDS,24.46,-7.29,63.91,44.05,100.0,6.76,0.0,2022-23,1
Adrenalin Esystems Ltd.,IT - Software,U72200TN2002PLC048860,48.02,SDS,33.64,-3.38,67.71,38.13,100.0,18.05,0.0,2021-22,1
Adroit Infotech Ltd.,IT - Software,L36999TG1990PLC011129,6.23,SDS,30.53,33.98,23.66,85.07,94.22,14.41,0.0,2023-24,0
Adroit Infotech Ltd.,IT - Software,L36999TG1990PLC011129,5.5,SDS,12.87,26.15,20.87,96.36,100.0,19.09,0.0,2022-23,0
Adroit Infotech Ltd.,IT - Software,L36999TG1990PLC011129,6.37,SDS,6.93,14.77,55.68,90.74,100.0,2.16,0.0,2021-22,0
Advanz Pharma Services (India) Pvt Ltd.,BPO/ITeS,U74990MH1999FTC120396,155.39,ITES,102.77,13.71,59.95,0.0,100.0,100.0,0.0,2023-24,0
Advanz Pharma Services (India) Pvt Ltd.,BPO/ITeS,U74990MH1999FTC120396,130.09,ITES,83.55,14.06,57.7,0.0,99.72,99.72,0.0,2022-23,0
Advanz Pharma Services (India) Pvt Ltd.,BPO/ITeS,U74990MH1999FTC120396,105.92999999999999,ITES,68.37,12.8,61.4,0.0,99.48,99.48,0.0,2021-22,0
Adventity Global Services Pvt Ltd.,BPO/ITeS,U72900MH2001PTC132057,3.52,ITES,29.85,23.08,9.44,0.0,100.0,73.43,0.0,2023-24,0
Adventity Global Services Pvt Ltd.,BPO/ITeS,U72900MH2001PTC132057,3.17,ITES,27.7,5.67,17.67,0.0,100.0,52.67,0.0,2022-23,0
Adventity Global Services Pvt Ltd.,BPO/ITeS,U72900MH2001PTC132057,3.3099999999999996,ITES,27.01,47.77,10.71,0.0,91.54,74.55,0.0,2021-22,0
Aes Technologies (India) Pvt Ltd.,IT - Software,U72900TZ2006PTC012844,16.69,SDS,5.91,3.47,56.66,71.48,100.0,61.77,0.0,2023-24,0
Aes Technologies (India) Pvt Ltd.,IT - Software,U72900TZ2006PTC012844,23.59,SDS,7.2,33.58,52.15,68.84,100.0,4.53,0.0,2022-23,0
Affle 3i Ltd.,BPO/ITeS,L65990DL1994PLC408172,566.85,ITES,1716.27,13.3,10.2,0.0,99.85,31.99,100.0,2023-24,0
Affle 3i Ltd.,BPO/ITeS,L65990DL1994PLC408172,495.02000000000004,ITES,899.16,15.89,10.99,13.36,99.96,28.61,100.0,2022-23,0
Affle 3i Ltd.,BPO/ITeS,L65990DL1994PLC408172,398.95,ITES,840.46,12.92,12.5,21.31,99.64,26.8,100.0,2021-22,0
AG Technologies Pvt Ltd.,IT - Software,U72100MH1999PTC121051,3.38,SDS,-22.47,-39.43,48.21,1.78,100.0,0.0,0.0,2023-24,1
AG Technologies Pvt Ltd.,IT - Software,U72100MH1999PTC121051,5.69,SDS,-20.46,-21.73,53.65,9.84,100.0,0.0,0.0,2022-23,1
AG Technologies Pvt Ltd.,IT - Software,U72100MH1999PTC121051,4.85,SDS,-19.12,-49.9,41.32,7.84,100.0,0.0,0.0,2021-22,1
Aggcon Equipments International Ltd.,Business Support,U45202DL2003PLC119304,127.01,ITES,110.84,72.97,28.24,0.0,100.0,0.0,0.0,2023-24,0
Aggcon Equipments International Ltd.,Business Support,U45202DL2003PLC119304,97.19,ITES,87.42,86.76,26.83,0.0,100.0,0.0,0.0,2022-23,0
Agile Data Solutions Pvt Ltd.,IT - Software,U72300RJ2003PTC018098,2.14,SDS,-0.18,3.38,0.97,0.0,100.0,99.53,0.0,2023-24,0
Agile Data Solutions Pvt Ltd.,IT - Software,U72300RJ2003PTC018098,6.46,SDS,0.0,6.6,0.33,0.0,100.0,100.0,0.0,2022-23,0
Agile Data Solutions Pvt Ltd.,IT - Software,U72300RJ2003PTC018098,2.01,SDS,-0.13,11.67,0.0,0.0,100.0,0.0,0.0,2021-22,0
Agreeya Solutions India Pvt Ltd.,IT - Software,U72300DL2003PTC118299,184.63,SDS,59.87,9.2,82.99,78.04,99.89,0.0,0.0,2023-24,0
Agreeya Solutions India Pvt Ltd.,IT - Software,U72300DL2003PTC118299,165.66,SDS,46.89,10.41,80.87,68.15,99.31,1.71,0.0,2022-23,0
Agreeya Solutions India Pvt Ltd.,IT - Software,U72300DL2003PTC118299,122.35,SDS,35.63,8.01,86.73,56.43,99.93,1.86,0.0,2021-22,0
AGS Health Pvt Ltd.,BPO/ITeS,U72200TN2010PTC078062,992.7,ITES,511.62,18.64,75.58,99.62,99.62,99.62,0.0,2023-24,0
AGS Health Pvt Ltd.,BPO/ITeS,U72200TN2010PTC078062,792.54,ITES,394.29,17.71,76.28,98.63,98.63,98.63,100.0,2022-23,0
AGS Health Pvt Ltd.,BPO/ITeS,U72200TN2010PTC078062,596.3000000000001,ITES,305.69,19.23,80.42,99.13,99.13,100.0,100.0,2021-22,0
AGS Transact Technologies Ltd.,Business Support,L72200MH2002PLC138213,1049.1200000000001,ITES,493.18,-3.77,10.29,0.0,95.75,24.22,86.07,2023-24,0
AGS Transact Technologies Ltd.,Business Support,L72200MH2002PLC138213,1217.61,ITES,551.04,10.93,11.76,0.0,90.8,23.65,74.16,2022-23,0
AGS Transact Technologies Ltd.,Business Support,L72200MH2002PLC138213,1322.5,ITES,533.24,11.87,11.77,0.0,85.98,26.56,68.28,2021-22,0
Ahasolar Technologies Ltd.,IT - Software,L74999GJ2017PLC098479,41.95,SDS,15.73,-1.22,9.02,0.02,14.92,3.37,2.38,2023-24,0
Ahasolar Technologies Ltd.,IT - Software,L74999GJ2017PLC098479,20.87,SDS,3.99,8.25,10.32,1.82,24.48,3.01,0.0,2022-23,0
Ahasolar Technologies Ltd.,IT - Software,L74999GJ2017PLC098479,17.13,SDS,0.79,5.61,4.07,0.0,14.3,1.85,0.0,2021-22,0
AION-Tech Solutions Ltd.,IT - Software,L72200TG1994PLC017211,79.01,SDS,59.98,2.85,22.08,19.59,100.0,2.56,0.0,2023-24,0
AION-Tech Solutions Ltd.,IT - Software,L72200TG1994PLC017211,74.86,SDS,57.62,4.17,24.76,14.37,100.0,6.06,0.0,2022-23,0
AION-Tech Solutions Ltd.,IT - Software,L72200TG1994PLC017211,54.91,SDS,54.86,-2.3,27.67,19.43,100.0,13.77,0.0,2021-22,0
Airan Ltd.,IT - Software,L74140GJ1995PLC025519,92.28,SDS,114.53,16.46,58.4,0.42,100.0,2.09,0.0,2023-24,0
Airan Ltd.,IT - Software,L74140GJ1995PLC025519,86.24,SDS,103.45,13.94,54.53,0.38,100.0,2.07,0.0,2022-23,0
Airan Ltd.,IT - Software,L74140GJ1995PLC025519,76.72,SDS,94.39,7.63,54.18,0.25,100.0,2.05,0.0,2021-22,0
Aisect Ltd.,IT - Hardware,U72200MP2006PLC018578,160.47,SDS,62.59,7.44,15.69,0.0,81.79,0.03,0.0,2023-24,0
Aisect Ltd.,IT - Hardware,U72200MP2006PLC018578,139.59,SDS,55.13,9.33,15.68,0.0,81.28,0.0,0.0,2022-23,0
Aithent Technologies Pvt Ltd.,IT - Software,U74899HR1992PTC084072,42.92,SDS,55.73,15.31,76.95,99.65,99.65,100.0,0.0,2023-24,0
Aithent Technologies Pvt Ltd.,IT - Software,U74899HR1992PTC084072,34.66,SDS,51.01,17.45,72.82,99.65,99.65,100.0,0.0,2022-23,0
Aithent Technologies Pvt Ltd.,IT - Software,U74899HR1992PTC084072,30.99,SDS,47.58,15.81,76.35,100.0,100.0,100.0,0.0,2021-22,0
Ajel Ltd.,IT - Software,L67120MH1994PLC076637,4.63,SDS,12.94,-25.32,22.42,0.0,100.0,0.0,0.0,2023-24,1
Ajel Ltd.,IT - Software,L67120MH1994PLC076637,3.18,SDS,14.69,-9.92,17.85,0.0,100.0,0.0,0.0,2022-23,1
Ajel Ltd.,IT - Software,L67120MH1994PLC076637,2.19,SDS,14.43,-8.37,84.1,0.0,100.0,0.0,0.0,2021-22,1
Akal Information Systems Ltd.,IT - Software,U74899DL2000PLC103438,115.03,SDS,59.91,3.79,92.95,2.43,99.82,0.45,0.0,2023-24,0
Akal Information Systems Ltd.,IT - Software,U74899DL2000PLC103438,149.99,SDS,35.38,4.33,84.82,2.05,99.29,0.35,0.0,2022-23,0
Akal Information Systems Ltd.,IT - Software,U74899DL2000PLC103438,189.34,SDS,32.15,5.64,87.06,0.71,98.73,0.0,0.0,2021-22,0
Akiko Global Services Ltd.,BPO/ITeS,L74999DL2018PLC335272,32.370000000000005,ITES,14.57,18.79,39.96,0.0,99.47,9.36,0.0,2023-24,0
Akiko Global Services Ltd.,BPO/ITeS,L74999DL2018PLC335272,39.58,ITES,5.78,18.36,42.34,0.0,100.0,11.09,0.0,2022-23,0
Akiko Global Services Ltd.,BPO/ITeS,L74999DL2018PLC335272,13.52,ITES,1.23,8.42,28.79,0.0,100.0,34.08,0.0,2021-22,0
AKS Information Technology Services Pvt Ltd.,IT - Software,U65999DL2006PTC154074,20.54,SDS,14.65,27.98,53.52,0.58,84.47,32.18,0.0,2023-24,0
AKS Information Technology Services Pvt Ltd.,IT - Software,U65999DL2006PTC154074,18.3,SDS,11.8,20.63,40.21,0.66,73.61,18.46,0.0,2022-23,0
AKS Information Technology Services Pvt Ltd.,IT - Software,U65999DL2006PTC154074,10.51,SDS,9.88,31.05,58.73,0.0,82.49,0.0,0.0,2021-22,0
Akshay Software Technologies Ltd.,IT - Software,U74999MH1987PLC043633,11.57,SDS,7.99,-9.04,85.77,32.32,99.31,1.42,0.0,2023-24,1
Akshay Software Technologies Ltd.,IT - Software,U74999MH1987PLC043633,14.52,SDS,8.53,-6.26,90.57,43.73,100.0,1.03,0.0,2022-23,1
Akshay Software Technologies Ltd.,IT - Software,U74999MH1987PLC043633,14.299999999999999,SDS,9.19,-7.98,88.93,47.55,99.58,1.42,0.0,2021-22,1
Algonomy Software Pvt Ltd.,IT - Software,U72300KA2003PTC033038,174.22,SDS,430.3,4.05,64.69,94.43,99.76,4.23,0.0,2023-24,0
Algonomy Software Pvt Ltd.,IT - Software,U72300KA2003PTC033038,168.67000000000002,SDS,429.37,-7.13,66.04,92.43,99.47,5.79,0.0,2022-23,0
Algonomy Software Pvt Ltd.,IT - Software,U72300KA2003PTC033038,164.14,SDS,416.69,-21.86,57.79,89.74,100.0,7.75,0.0,2021-22,0
All E Technologies Ltd.,IT - Software,L72200DL2000PLC106331,91.08,SDS,103.33,20.3,50.93,33.31,99.59,9.57,0.0,2023-24,0
All E Technologies Ltd.,IT - Software,L72200DL2000PLC106331,70.58000000000001,SDS,88.77,17.05,52.65,42.6,98.68,5.23,0.0,2022-23,0
All E Technologies Ltd.,IT - Software,L72200DL2000PLC106331,58.36,SDS,39.87,23.38,52.43,47.41,99.07,3.78,0.0,2021-22,0
Alldigi Tech Ltd.,BPO/ITeS,L72300TN1998PLC041033,316.1,ITES,198.05,15.45,68.82,34.75,99.35,25.65,0.0,2023-24,0
Alldigi Tech Ltd.,BPO/ITeS,L72300TN1998PLC041033,280.39,ITES,178.01,11.21,68.0,33.11,99.53,24.02,0.0,2022-23,0
