cin,company_name,industry_sector,segment,net_worth,persistent_loss,or,pli,emp_cost_pct,rpt_pct,export_income_pct,service_income_pct,gross_intbl_pct,fy,source
L74140DL1991PLC046369,H C L Technologies Ltd.,Computer software,SDS,40680,0,46359,43.86,62.2851114,59.03,88.18999547,99.42190297,45.229621,2022-23,prowess
U72501GJ2019PLC108755,Reliance Projects & Property Mgmt. Services Ltd.,Business services & consultancy,ITES,16389.86,0,44202.4,7.33,5.028040937,43.47,0,2.23051237,0.060879047,2021-22,prowess
L64200MH1986PLC041370,Tech Mahindra Ltd.,Computer software,SDS,25203.9,0,42987,13.05,40.01809369,41.41,91.77286156,99.23302394,4.074487636,2022-23,prowess
L64200MH1986PLC041370,Tech Mahindra Ltd.,Computer software,SDS,23101.4,0,42899.5,7.73,41.57147054,39.34,91.7502535,99.53472651,5.166493782,2023-24,prowess
L32100GJ1996PLC030976,Vodafone Idea Ltd.,Telecommunication - Service  Provider,SDS,-103646,1,42356.3,-11.52,4.03,0,0,99.91,100,2023-24,acetp
L32100GJ1996PLC030976,Vodafone Idea Ltd.,Telecommunication - Service  Provider,SDS,-73842.6,1,41917.1,-12.78,3.51,21.68,0,99.99,100,2022-23,acetp
U72501GJ2019PLC108755,Reliance Projects & Property Mgmt. Services Ltd.,Business services & consultancy,ITES,3050.1,0,41489.04,3.05,5.302485543,84.93,0,70.4185973,0,2022-23,prowess
U72300TN1994PTC026590,Cognizant Technology Solutions India Pvt. Ltd.,Computer software,SDS,22588.79,0,40899,15.65,86.19539092,93.81,92.99982885,99.97065943,3.454852197,2023-24,prowess
L74140DL1991PLC046369,H C L Technologies Ltd.,Computer software,SDS,42086,0,40795,46.09,57.75470009,53.52,88.08677534,99.18127221,51.15823018,2021-22,prowess
U72900MH1996PTC136340,Ingram Micro India Ltd.,IT - Hardware,SDS,5646.3,0,40209.6,1.96,0.54,0,0.61,4.13,0,2023-24,acetp
U72300TN1994PTC026590,Cognizant Technology Solutions India Pvt. Ltd.,Computer software,SDS,23838.79,0,39559,17.79,85.46629347,0,0,99.1809702,3.493516014,2022-23,prowess
L32100GJ1996PLC030976,Vodafone Idea Ltd.,Telecommunication - Service  Provider,SDS,-61441.2,1,38221.9,-16.38,3.42,23.58,0,100,100,2021-22,acetp
L64200MH1986PLC041370,Tech Mahindra Ltd.,Computer software,SDS,26209.7,0,36497.3,20.5,39.43648952,30.57,63.75759303,97.98286449,4.571845041,2021-22,prowess
U72900MH1996PTC136340,Ingram Micro India Ltd.,IT - Hardware,SDS,4848.9,0,34734.2,3.15,0.6,0.42,0.71,3.13,0,2022-23,acetp
L72900MH1996PLC104693,Ltimindtree Ltd.,Computer software,SDS,19298.5,0,34430.2,19.44,73.49783361,10.25,94.51063311,99.48649732,4.577376838,2023-24,prowess
U72300TN1994PTC026590,Cognizant Technology Solutions India Pvt. Ltd.,Computer software,SDS,23948.09,0,33767,16.83,83.47980735,91.32,91.56572985,99.35410312,5.888589451,2021-22,prowess
U30007KA1996PTC019630,Apple India Pvt Ltd.,IT - Hardware,SDS,2935.74,0,33312.99,5.29,4.99,73.25,5.74,6.07,9.97,2021-22,acetp
L72900MH1996PLC104693,Ltimindtree Ltd.,Computer software,SDS,15950.7,0,32373.3,21.23,73.58994331,8.87,92.18368223,98.77120961,4.518538425,2022-23,prowess
U74999KA1996FTC055568,Dell International Services India Pvt. Ltd.,Diversified non-financial services,ITES,6184.5,0,32153.9,5.71,17.64818048,55.08,21.70467657,24.57026986,0.024569337,2021-22,prowess
U74999KA1996FTC055568,Dell International Services India Pvt. Ltd.,Diversified non-financial services,ITES,7548.8,0,31931.7,6.22,21.17829045,44.84,33.13916891,28.1444458,0.024740305,2022-23,prowess
U74999KA1996FTC055568,Dell International Services India Pvt. Ltd.,Diversified non-financial services,ITES,8979.5,0,31268.9,7.65,23.37827323,45.32,36.85578962,30.52329951,0.0243053,2023-24,prowess
U72900MH1996PTC136340,Ingram Micro India Ltd.,IT - Hardware,SDS,4071.6,0,31194.1,2.87,0.63,0.32,0.76,2.97,0,2021-22,acetp
U72200KA1997PTC022382,I B M India Pvt. Ltd.,Computer software,SDS,14785.8,0,30219.1,16.01,69.94226089,73.2,74.3681976,90.876631,0.212117502,2023-24,prowess
U72200DL2010PTC204192,Ericsson India Global Services Pvt. Ltd.,Diversified non-financial services,ITES,4429.8,0,29129.2,8.56,19.49551457,35.94,21.54539088,50.96501105,0.052181316,2023-24,prowess
L64201DL2006PLC156038,Indus Towers Ltd.,Telecommunication - Service  Provider,SDS,27059.1,0,28681.5,43.1,3.9,0,0,99.72,0,2023-24,acetp
L64201DL2006PLC156038,Indus Towers Ltd.,Telecommunication - Service  Provider,SDS,21122.9,0,28381.8,18.57,3.23,95.87,0,100,0,2022-23,acetp
U85110PN1993PLC145950,Capgemini Technology Services India Ltd.,Computer software,SDS,17894.4,0,27914,14.85,85.04998971,83.33,89.0001433,99.82517733,4.456903346,2022-23,prowess
L64201DL2006PLC156038,Indus Towers Ltd.,Telecommunication - Service  Provider,SDS,22165.7,0,27825.9,52.76,4.24,89.51,0,99.58,0,2021-22,acetp
U72200KA1997PTC022382,I B M India Pvt. Ltd.,Computer software,SDS,13266.7,0,27709.7,14.42,70.40958323,75.93,77.77456992,93.04250858,0.210756522,2022-23,prowess
U85110PN1993PLC145950,Capgemini Technology Services India Ltd.,Computer software,SDS,21190.5,0,27306.4,14.28,84.80126893,83.29,88.90077052,99.94580025,4.606246155,2023-24,prowess
U51900KA2010PTC053234,Amazon Seller Services Pvt. Ltd.,Online marketplaces,SDS,13667.3,1,25406,-4.88,10.37502387,41.16,10.74911438,100,44.01283161,2023-24,prowess
L72900MH1996PLC104693,Ltimindtree Ltd.,Computer software,SDS,13875.1,0,24960.9,22.63,74.1864167,6.07,93.10601781,99.5372763,4.71257046,2021-22,prowess
U72200KA2004FTC034233,Amazon Development Centre (India) Pvt. Ltd.,Computer software,SDS,11918.42,0,23531,-0.45,80.22803232,100,93.00939187,99.84871021,0.149589903,2023-24,prowess
U72200KA1997PTC022727,HP India Sales Pvt Ltd.,IT - Hardware,SDS,870.95,0,23523.5,2.54,2.52,99.31,0.54,3.33,5.53,2021-22,acetp
U74899DL1988PTC032549,Microsoft Corporation (India) Pvt. Ltd.,Business services & consultancy,ITES,20019.92,0,23214.27,6.51,6.330327172,71.69,9.928892875,99.64969822,0,2023-24,prowess
U72200KA2004FTC034233,Amazon Development Centre (India) Pvt. Ltd.,Computer software,SDS,9406.72,0,23171.2,1.43,81.24102672,98.41,90.63181881,99.26115177,0.11566082,2022-23,prowess
U72200KA1997PTC022382,I B M India Pvt. Ltd.,Computer software,SDS,11297,0,22852.6,15.01,70.07000257,47,75.60715192,93.2764762,0.122524352,2021-22,prowess
U85110PN1993PLC145950,Capgemini Technology Services India Ltd.,Computer software,SDS,14911.7,0,22730.3,15.16,84.53444249,74.16,88.46781609,99.5112251,5.832303137,2021-22,prowess
U72200KA1997PTC022727,HP India Sales Pvt Ltd.,IT - Hardware,SDS,1351.75,0,22722.4,2.71,2.52,81.96,0.69,3.58,5.72,2022-23,acetp
U51900KA2010PTC053234,Amazon Seller Services Pvt. Ltd.,Online marketplaces,SDS,13972.1,1,22198,-11.27,11.17102497,43.11,11.34385981,100,39.6179836,2022-23,prowess
U72200KA1997PTC022727,HP India Sales Pvt Ltd.,IT - Hardware,SDS,1808.15,0,22170.2,2.88,3.03,0,2.11,4.13,5.86,2023-24,acetp
U72900MH2000PTC124073,J P Morgan Services India Pvt. Ltd.,Computer software,SDS,16132.61,0,21469.7,15.7,85.46147255,98.89,99.88495414,100,0.044248406,2023-24,prowess
U51900KA2010PTC053234,Amazon Seller Services Pvt. Ltd.,Online marketplaces,SDS,10285.44,1,21462.2,-7.25,9.475635685,44.06,12.91205002,99.99906813,29.76675271,2021-22,prowess
U74899DL2000GOI107739,Bharat Sanchar Nigam Ltd.,Telecommunication - Service  Provider,SDS,94002.85,1,20515.84,-16.89,33.63,11.04,0,94.22,100,2023-24,acetp
U74899DL1993PTC051764,Oracle India Pvt. Ltd.,Computer software,SDS,5159.11,0,20491.6,10.82,57.82095864,66.15,72.04317867,99.84530247,0,2023-24,prowess
U74899DL2000GOI107739,Bharat Sanchar Nigam Ltd.,Telecommunication - Service  Provider,SDS,62966.08,1,20118.88,-18.2,32.32,79.96,0,95.07,100,2022-23,acetp
U74899DL1988PTC032549,Microsoft Corporation (India) Pvt. Ltd.,Business services & consultancy,ITES,7454.01,0,19729.81,6.83,7.731838748,71.08,8.68837561,99.81692677,0,2022-23,prowess
U23201TN2004PTC053147,Shell India Markets Pvt. Ltd.,ITES,ITES,12448.18,0,19632.17,10.49,32.87861511,69.55,64.60625596,64.75544986,0.111500664,2023-24,prowess
U51909DL2011PTC225840,Cloudtail India Pvt. Ltd.,Online marketplaces,SDS,193.9,0,19090.4,-2.16,0.542759617,17.24,0.002304823,1.057599631,0.048715585,2021-22,prowess
U23201TN2004PTC053147,Shell India Markets Pvt. Ltd.,ITES,ITES,9715.1,0,18841.09,4.36,28.15016687,60.26,63.92039951,63.91997491,0.118146031,2022-23,prowess
U74899DL2000GOI107739,Bharat Sanchar Nigam Ltd.,Telecommunication - Service  Provider,SDS,44696.45,1,18606.37,-19.53,31,10.44,0,90.34,100,2021-22,acetp
U72900MH2000PTC124073,J P Morgan Services India Pvt. Ltd.,Computer software,SDS,14015.11,0,18459.1,18.09,83.41660323,99.58,99.46205395,99.57040159,0,2022-23,prowess
U74899DL1993PTC051764,Oracle India Pvt. Ltd.,Computer software,SDS,3705.71,0,18350.4,10.62,60.4836911,67.64,66.66285204,99.63270555,0,2022-23,prowess
U51109KA2012PTC066107,Flipkart Internet Pvt Ltd,e-Commerce,SDS,-450.2,1,17855.1,-12.08,25.08,0,0,100,35.96,2023-24,acetp
U72200DL2010PTC204192,Ericsson India Global Services Pvt. Ltd.,Diversified non-financial services,ITES,2785.4,0,17760.2,9.1,29.91123806,36.95,32.83577888,60.67949685,0.085584622,2022-23,prowess
U23201TN2004PTC053147,Shell India Markets Pvt. Ltd.,ITES,ITES,9185.35,0,15612.53,3.81,25.40488569,46.62,49.27836808,49.22853631,0.141424868,2021-22,prowess
U72200KA2004FTC034233,Amazon Development Centre (India) Pvt. Ltd.,Computer software,SDS,6822.62,0,15564.4,-0.9,79.57176147,99.77,89.26987227,99.75970805,0.07324407,2021-22,prowess
U72200DL1998PTC093824,Microsoft India (R & D) Pvt. Ltd.,Computer software,SDS,5738.76,0,15328.97,15.27,88.00708067,98.62,99.62326236,99.91858553,0.148477034,2023-24,prowess
U72900TG2000PTC039976,Deloitte Consulting India Pvt. Ltd.,ITES,ITES,8064.82,0,15274.92,16.94,78.94009143,95.78,95.79925787,100,0.142455738,2023-24,prowess
U72200DL1998PTC093824,Microsoft India (R & D) Pvt. Ltd.,Computer software,SDS,5363.02,0,15247.1,14.84,86.88618677,94.03,99.33862833,99.54640555,0.149405461,2022-23,prowess
U74899DL1993PTC051764,Oracle India Pvt. Ltd.,Computer software,SDS,2069.3,0,14962.9,10.87,57.00218575,64.48,62.41169827,99.30828917,0,2021-22,prowess
U51109KA2012PTC066107,Flipkart Internet Pvt Ltd,e-Commerce,SDS,-498.1,1,14797.5,-21.36,23.49,0,0,100,43.39,2022-23,acetp
U72501GJ2019PLC108755,Reliance Projects & Property Mgmt. Services Ltd.,Business services & consultancy,ITES,3357.77,0,14556.02,2.45,34.48359839,95.78,0,99.97794727,0,2023-24,prowess
U72200DL2011FTC227638,Amazon Internet Services Pvt. Ltd.,Computer software,SDS,2095.02,0,14446,0.61,14.39058365,75.92,0.469264848,100,0,2023-24,prowess
U72900KA2005PTC035783,Lenovo India Private Limited,IT - Hardware,SDS,1197.99,0,14434.54,1.56,2.58,82.95,0.75,3.65,0,2021-22,acetp
U85110KA1997PTC021606,Intel Technology India Pvt. Ltd.,Computer software,SDS,5070.49,0,14407.9,18.91,67.42487393,98.39,95.49552676,99.11090443,0.339397136,2022-23,prowess
U72900TG2000PTC039976,Deloitte Consulting India Pvt. Ltd.,ITES,ITES,6506.35,0,14392.29,15.03,76.52902034,95.31,96.20192478,100,0.151192062,2022-23,prowess
L33112MH1943FLC003972,B A S F India Ltd.,Diversified,ITES,3223.58,0,14213.14,5.19,2.902281326,66.79,2.161872746,4.024726415,0.124391936,2023-24,prowess
U72900MH2000PTC124073,J P Morgan Services India Pvt. Ltd.,Computer software,SDS,12182.51,0,14158.9,15.29,83.01874501,99.55,99.46817903,99.59672008,0,2021-22,prowess
L33112MH1943FLC003972,B A S F India Ltd.,Diversified,ITES,2701.18,0,13993.29,3.79,2.908335979,67.53,2.440741241,3.390910929,0.128204304,2022-23,prowess
U74899DL1988PTC032549,Microsoft Corporation (India) Pvt. Ltd.,Business services & consultancy,ITES,6802.34,0,13819.58,6.16,9.329605076,67.4,10.75539199,100,0,2021-22,prowess
L74140KA2007PLC043909,Quess Corp Ltd.,Business services & consultancy,ITES,2396.06,0,13645.7,2.03,90.25777104,1.11,0.118718717,99.94305899,6.660706303,2022-23,prowess
U72200TG2006PTC051001,Wells Fargo Intl. Solutions Pvt. Ltd.,Computer software,SDS,7729.75,0,13425.56,15.03,79.04360924,96.94,10.00002979,100,0.043946025,2023-24,prowess
L33112MH1943FLC003972,B A S F India Ltd.,Diversified,ITES,2336.08,0,13130.57,6.29,3.081410268,71.46,2.453434999,0.99127456,0.136018467,2021-22,prowess
U72200DL2011FTC227638,Amazon Internet Services Pvt. Ltd.,Computer software,SDS,1632.42,0,12806.9,0.59,14.87974614,73.64,5.315806323,99.8040119,0,2022-23,prowess
U72900KA2005PTC035783,Lenovo India Private Limited,IT - Hardware,SDS,1150.16,0,12651.82,1.1,3.39,72.67,2.08,7.05,0,2022-23,acetp
U64200MH2013PLC375466,Summit Digitel Infrastructure Pvt Ltd.,Telecommunication - Service  Provider,SDS,-14739.7,0,12509.4,34.66,0.71,44.75,0,100,0,2023-24,acetp
U74899DL1992PTC047977,Ericsson India Pvt. Ltd. [Merged],Diversified non-financial services,ITES,1928.4,0,12432.7,6.26,5.302473462,46.72,3.956501806,43.71777651,0,2022-23,prowess
U72900MH2009FTC192938,Citicorp Services India Pvt. Ltd.,ITES,ITES,5983.4,0,12122.5,14.42,83.26867714,99.95,9.731491029,100,0,2023-24,prowess
L74140KA2007PLC043909,Quess Corp Ltd.,Business services & consultancy,ITES,2688.97,0,12062.08,1.25,95.05355494,1.68,2.845943652,100,7.527723245,2023-24,prowess
U85110KA1997PTC021606,Intel Technology India Pvt. Ltd.,Computer software,SDS,4751.29,0,11947.7,18.31,69.28180297,98.7,100,99.7689932,0.403424927,2023-24,prowess
U31909KA1995PTC019505,CISCO Systems (India) Pvt Ltd.,IT - Software,SDS,6127.28,0,11930.7,32.91,67.97,0,35.62,97.82,0,2022-23,acetp
U64202DL1996PTC076991,Qualcomm India Pvt. Ltd.,Computer software,SDS,3826.55,0,11717.35,15.17,72.8015168,99.65,99.89716105,99.89673433,4.880540395,2021-22,prowess
U72400KA1997PTC023164,Bosch Global Software Technologies Pvt. Ltd.,Computer software,SDS,3193.1,0,11700.9,17.69,63.54767006,94.53,91.65705202,96.45582818,0,2023-24,prowess
U73100DL2005PTC307363,Genpact India Pvt. Ltd.,ITES,ITES,7382.9,0,11589.8,6.61,74.58054309,1.09,91.98942173,98.93785915,81.97811869,2023-24,prowess
U85110KA1997PTC021606,Intel Technology India Pvt. Ltd.,Computer software,SDS,5233.39,0,11397.1,20.72,67.86009364,99.96,92.05938353,100,0.429933931,2021-22,prowess
U73100DL2005PTC307363,Genpact India Pvt. Ltd.,ITES,ITES,7263.9,0,11107.2,9.89,72.42894031,87.99,90.34095001,97.99049265,85.40856381,2022-23,prowess
U72200PN2007FTC132479,Barclays Global Service Centre Pvt. Ltd.,Computer software,SDS,1034.05,0,10902.94,15.61,77.39165105,99.95,97.75244108,100,0,2023-24,prowess
U60231KA2011PLC056682,Alstom Transport India Ltd.,Diversified,ITES,3031.12,0,10859.59,4.17,21.64124986,67.07,37.32461354,0,0.173395128,2023-24,prowess
U64200MH2013PLC375466,Summit Digitel Infrastructure Pvt Ltd.,Telecommunication - Service  Provider,SDS,-11646.1,0,10854.3,34.72,0.8,50.57,0,99.98,0,2022-23,acetp
U72900KA2005PTC035783,Lenovo India Private Limited,IT - Hardware,SDS,1252.03,0,10826,1.45,4.32,63.4,2.95,9.7,0,2023-24,acetp
L72200KA1999PLC025564,Mindtree Ltd. [Merged],Computer software,SDS,5473.4,0,10678.1,24.82,73.97042492,5.06,94.00174188,98.56903382,8.307657729,2021-22,prowess
U72900TG2000PTC039976,Deloitte Consulting India Pvt. Ltd.,ITES,ITES,5016.1,0,10629.67,17.86,76.69234872,95.68,95.64840677,99.47373719,0.204710024,2021-22,prowess
U72200TG2006PTC051001,Wells Fargo Intl. Solutions Pvt. Ltd.,Computer software,SDS,5963.07,0,10543.93,15.16,79.64321952,97.78,100,100,0.056620254,2022-23,prowess
U51109KA2012PTC066107,Flipkart Internet Pvt Ltd,e-Commerce,SDS,264.9,1,10477.4,-29.78,25.04,55.09,0,100,61.27,2021-22,acetp
U72200DL1998PTC093824,Microsoft India (R & D) Pvt. Ltd.,Computer software,SDS,3820.54,0,10352.29,15.28,82.69577912,97.85,98.61421966,98.88952106,0,2021-22,prowess
U72200PN2002PTC016894,H S B C Software Devp. (India) Pvt. Ltd.,Computer software,SDS,2007.4,0,10293.8,19.15,31.94351198,67.4,96.25114146,98.98968311,0,2022-23,prowess
U72400KA1997PTC023164,Bosch Global Software Technologies Pvt. Ltd.,Computer software,SDS,3832.6,0,10127,16.6,60.66687391,92.41,92.11711267,95.56532043,0,2022-23,prowess
U64200MH2013PLC375466,Summit Digitel Infrastructure Pvt Ltd.,Telecommunication - Service  Provider,SDS,-8433.7,0,9765.1,30.56,0.77,52.4,0,100,0,2021-22,acetp
L74140KA2007PLC043909,Quess Corp Ltd.,Business services & consultancy,ITES,2208.87,1,9760.91,0.83,90.10262142,2.01,0.405187631,99.97530968,8.164505154,2021-22,prowess
L30007KA1992PLC025294,Mphasis Ltd.,Computer software,SDS,5008.7,0,9518.02,25.98,39.01742673,51.15,91.80165623,99.50105169,0.472997535,2022-23,prowess
U72900MH2009FTC192938,Citicorp Services India Pvt. Ltd.,ITES,ITES,4744.7,0,9515.4,18.01,82.24460182,100,9.735796708,100,0,2022-23,prowess
U72200PN2002PTC016894,H S B C Software Devp. (India) Pvt. Ltd.,Computer software,SDS,2357.7,0,9431.3,17.14,40.23077019,100,92.22588615,99.90881427,0,2023-24,prowess
U73100DL2005PTC307363,Genpact India Pvt. Ltd.,ITES,ITES,7004.1,0,9384.3,11.99,68.78766543,87.17,89.19855503,97.44147139,100,2021-22,prowess
U60231KA2011PLC056682,Alstom Transport India Ltd.,Diversified,ITES,2920.91,0,9382.81,2.31,19.07159166,100,37.75659957,0,0.16743385,2022-23,prowess
L30007KA1992PLC025294,Mphasis Ltd.,Computer software,SDS,5721,0,9192.5,29.27,39.142015,49.71,91.10579277,99.51601849,0.493880881,2023-24,prowess
U72200PN2007FTC132479,Barclays Global Service Centre Pvt. Ltd.,Computer software,SDS,802.65,0,9051.63,15.34,75.37079322,100,89.37097517,99.8595833,0,2022-23,prowess
U72900KA2007PTC042047,Vmware Software India Pvt. Ltd.,Computer software,SDS,3591.31,0,9047.2,16.2,91.20042129,100,99.63524626,99.63524626,0.02542223,2023-24,prowess
U72200KA2005PTC037330,Salesforce.Com India Pvt. Ltd.,Computer software,SDS,2546.98,0,8969.7,13.93,82.33284219,81.05,84.05409322,99.99777027,0,2023-24,prowess
U72200DL2011FTC227638,Amazon Internet Services Pvt. Ltd.,Computer software,SDS,1223.12,0,8956,0.68,13.98459895,74.46,3.979455114,100,0,2021-22,prowess
U72900GJ2019PLC110816,Jio Platforms Ltd.,Telecommunication services,ITES,209130,0,8933,12,30.34102307,79.07,0,100,88.25702452,2023-24,prowess
U67190TN2000PTC049177,Standard Chartered Global Business Services Pvt. Ltd.,Computer software,SDS,1488.44,0,8794.41,18.18,74.20802744,99.1,100,99.79600678,0.059469595,2023-24,prowess
U72200PN2002PTC016894,H S B C Software Devp. (India) Pvt. Ltd.,Computer software,SDS,1980,0,8756.5,19.63,33.83562392,99.57,99.72363387,99.72363387,0,2021-22,prowess
U72200TG2003PTC041835,B A Continuum India Pvt. Ltd.,ITES,ITES,6318.06,0,8723,17.83,85.05646207,98.52,98.67132867,98.67132867,0.232718102,2023-24,prowess
L72900MH2012PLC232169,L & T Technology Services Ltd.,Business services & consultancy,ITES,5051.1,0,8695.7,22.76,61.9492638,16.56,81.49315179,99.80680106,7.585358281,2023-24,prowess
U72200KA2011PTC059719,W M Global Technology Services India Pvt. Ltd.,Computer software,SDS,1736.25,0,8666.3,10.88,90.16689185,98.25,99.97922989,99.98038379,0.416556085,2023-24,prowess
U72200TG2000PTC033858,H S B C Electronic Data Processing India Pvt. Ltd.,ITES,ITES,3096.41,0,8629.77,16.7,70.25269469,0,96.2078943,100,0.36061216,2023-24,prowess
L74140KA2000PLC118395,Teamlease Services Ltd.,Business services & consultancy,ITES,762.28,0,8452.99,0.83,98.63489208,0.56,0,99.88039735,0.481723035,2023-24,prowess
U31909KA1995PTC019505,CISCO Systems (India) Pvt Ltd.,IT - Software,SDS,6964.38,0,8409.8,13.13,65.89,0,40.18,98.28,0,2021-22,acetp
U72900MH2005PTC158278,Deutsche India Pvt. Ltd.,ITES,ITES,1975.46,0,8319.49,15.75,65.70827519,99.7,98.27765885,99.91766322,0,2023-24,prowess
L74899DL1960GOI003335,N B C C (India) Ltd.,Business services & consultancy,ITES,2138.99,0,8202.78,6.04,3.260200731,1.24,1.744408603,90.14882759,0,2023-24,prowess
U60231KA2011PLC056682,Alstom Transport India Ltd.,Diversified,ITES,1395.85,0,8196.82,1.62,16.41974605,46.83,39.72272174,17.28804585,0.159818076,2021-22,prowess
L64200MH1986PLC039266,Tata Communications Ltd.,Telecommunication - Service  Provider,SDS,9885.51,0,8009.4,12.23,24.42,29.69,8.1,99.78,100,2023-24,acetp
L72900MH2012PLC232169,L & T Technology Services Ltd.,Business services & consultancy,ITES,4204.3,0,7959.6,23.27,63.03179544,11.71,82.8358209,99.37685311,8.217749636,2022-23,prowess
U72200KA2002PLC030310,Infosys B P M Ltd.,ITES,ITES,3336,0,7906,12.69,79.11915621,31.16,0,99.8229193,0.240323805,2023-24,prowess
U67190TN2000PTC049177,Standard Chartered Global Business Services Pvt. Ltd.,Computer software,SDS,1510.34,0,7777.28,21.16,70.73153633,98.61,89.03099798,99.02562335,0.090520079,2022-23,prowess
U72200TG2000PTC033858,H S B C Electronic Data Processing India Pvt. Ltd.,ITES,ITES,2270.16,0,7748.55,19.82,66.37498202,1.77,96.69693039,100,0.291925586,2022-23,prowess
U72200DL1997PTC250622,Adobe Systems India Pvt. Ltd.,Computer software,SDS,2373.17,0,7741.65,17.45,84.25349155,100,0,99.99677071,0.034488772,2023-24,prowess
U72200TG2006PTC051001,Wells Fargo Intl. Solutions Pvt. Ltd.,Computer software,SDS,4669.15,0,7723,19.23,81.9167445,98,99.65971773,99.66360223,0.077301567,2021-22,prowess
U72200TG2003PTC041835,B A Continuum India Pvt. Ltd.,ITES,ITES,5104.76,0,7682.3,17.55,85.09127634,98.59,98.67357432,98.67357432,0.264243781,2022-23,prowess
L72200DL2000PLC108985,One97 Communications Ltd.,Fintech,SDS,8695.7,1,7670.1,-18.62,42.76,31.93,0,99.88,0,2023-24,acetp
